ID	NumLayers	Depth	CanalizationStructure	CpuTime
10	0	0	({},x2*x3*x4*x5*x6+x1*x2*x3*x4+x1*x2*x3*x5+x1*x2*x4*x5+x1*x2*x4*x6+x2*x3*x4*x6+x1*x3*x5*x6+x1*x4*x5*x6+x2*x4*x5*x6+x1*x3*x4+x2*x3*x4+x1*x2*x5+x1*x3*x5+x1*x4*x5+x1*x3*x6+x2*x4*x6+x2*x5*x6+x3*x5*x6+x1*x2+x1*x3+x3*x4+x1*x5+x2*x5+x3*x5+x4*x5+x2*x6+x3*x6+x2+x3+x5+x6)	.0071104
11	0	0	({},x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x6+x1*x2*x3*x5*x6+x1*x2*x4*x5*x6+x1*x3*x4*x5*x6+x1*x2*x3*x4+x1*x2*x4*x5+x1*x3*x4*x5+x1*x2*x4*x6+x1*x3*x4*x6+x1*x2*x5*x6+x1*x4*x5*x6+x2*x4*x5*x6+x1*x2*x3+x1*x3*x4+x2*x3*x4+x1*x2*x5+x2*x3*x5+x2*x3*x6+x1*x5*x6+x1*x2+x3*x4+x1*x5+x3*x5+x4*x5+x4*x6+x1+x2+x3+x5+x6)	.0065854
12	0	0	({},x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x6+x2*x3*x4*x5+x1*x2*x4*x6+x1*x3*x4*x6+x2*x3*x4*x6+x1*x3*x5*x6+x1*x4*x5*x6+x2*x4*x5*x6+x1*x2*x3+x1*x3*x4+x2*x3*x4+x1*x3*x5+x2*x3*x5+x1*x4*x5+x2*x4*x5+x3*x4*x5+x1*x2*x6+x1*x4*x6+x2*x4*x6+x3*x4*x6+x2*x5*x6+x3*x5*x6+x4*x5*x6+x1*x2+x1*x3+x1*x4+x2*x4+x3*x4+x2*x5+x1*x6+x2*x6+x4*x6+x5+x6)	.0067062
13	0	0	({},x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x5+x1*x2*x3*x4*x6+x1*x2*x4*x5*x6+x1*x3*x4*x5*x6+x1*x2*x4*x5+x1*x2*x3*x6+x1*x2*x4*x6+x1*x3*x4*x6+x2*x3*x4*x6+x2*x3*x5*x6+x1*x4*x5*x6+x2*x3*x4+x1*x2*x5+x2*x4*x5+x1*x2*x6+x1*x3*x6+x2*x3*x6+x1*x4*x6+x3*x5*x6+x4*x5*x6+x1*x2+x1*x3+x2*x4+x3*x5+x4*x5+x2*x6+x2+x3+x6+1)	.0061767
14	0	0	({},x1*x2*x3*x4*x5+x1*x2*x3*x4*x6+x1*x2*x3*x5*x6+x1*x2*x4*x5*x6+x1*x3*x4*x5+x2*x3*x4*x5+x1*x2*x3*x6+x1*x3*x5*x6+x1*x4*x5*x6+x3*x4*x5*x6+x1*x2*x3+x1*x2*x4+x1*x3*x4+x1*x2*x5+x2*x3*x5+x1*x3*x6+x2*x3*x6+x1*x4*x6+x2*x4*x6+x3*x4*x6+x1*x5*x6+x2*x5*x6+x3*x5*x6+x1*x3+x1*x4+x3*x4+x2*x5+x4*x5+x1*x6+x5*x6+x1+x2+x3+x4+1)	.0083309
15	0	0	({},x1*x2*x3*x4*x5*x6*x7+x1*x2*x3*x4*x6*x7*x8+x1*x3*x4*x5*x6*x7*x8+x2*x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x5*x7+x1*x2*x3*x4*x6*x7+x1*x2*x4*x5*x6*x7+x2*x3*x4*x5*x6*x7+x1*x2*x4*x5*x6*x8+x2*x3*x4*x5*x6*x8+x1*x3*x4*x5*x7*x8+x2*x3*x4*x5*x7*x8+x1*x2*x4*x6*x7*x8+x1*x3*x4*x6*x7*x8+x1*x2*x5*x6*x7*x8+x1*x3*x5*x6*x7*x8+x2*x3*x5*x6*x7*x8+x1*x2*x3*x4*x6+x1*x2*x3*x5*x6+x1*x2*x4*x5*x6+x1*x3*x4*x5*x6+x2*x3*x4*x5*x6+x1*x2*x3*x5*x7+x1*x2*x4*x5*x7+x2*x3*x4*x5*x7+x1*x2*x3*x6*x7+x1*x2*x4*x6*x7+x2*x3*x4*x6*x7+x1*x2*x5*x6*x7+x1*x3*x5*x6*x7+x2*x3*x5*x6*x7+x1*x4*x5*x6*x7+x2*x4*x5*x6*x7+x3*x4*x5*x6*x7+x1*x2*x3*x4*x8+x1*x2*x4*x5*x8+x1*x3*x4*x5*x8+x2*x3*x4*x5*x8+x1*x3*x5*x6*x8+x2*x3*x5*x6*x8+x2*x4*x5*x6*x8+x1*x2*x3*x7*x8+x1*x2*x4*x7*x8+x1*x3*x4*x7*x8+x1*x2*x5*x7*x8+x1*x3*x5*x7*x8+x2*x3*x5*x7*x8+x1*x4*x5*x7*x8+x3*x4*x5*x7*x8+x1*x2*x6*x7*x8+x1*x4*x6*x7*x8+x2*x4*x6*x7*x8+x3*x4*x6*x7*x8+x2*x5*x6*x7*x8+x1*x2*x3*x5+x1*x3*x4*x5+x1*x2*x3*x6+x1*x2*x4*x6+x1*x2*x5*x6+x1*x3*x5*x6+x2*x3*x5*x6+x1*x4*x5*x6+x3*x4*x5*x6+x1*x2*x3*x7+x2*x3*x4*x7+x1*x3*x5*x7+x2*x3*x5*x7+x1*x4*x5*x7+x2*x4*x5*x7+x3*x4*x5*x7+x2*x3*x6*x7+x1*x4*x6*x7+x2*x5*x6*x7+x1*x2*x3*x8+x1*x2*x4*x8+x2*x3*x5*x8+x1*x4*x5*x8+x2*x4*x5*x8+x3*x4*x5*x8+x1*x2*x6*x8+x1*x4*x6*x8+x2*x4*x6*x8+x2*x5*x6*x8+x3*x5*x6*x8+x1*x3*x7*x8+x1*x4*x7*x8+x1*x5*x7*x8+x3*x5*x7*x8+x1*x6*x7*x8+x2*x6*x7*x8+x5*x6*x7*x8+x1*x2*x4+x2*x3*x4+x1*x3*x5+x2*x3*x5+x1*x4*x5+x2*x4*x5+x1*x2*x6+x1*x3*x6+x2*x3*x6+x1*x4*x6+x3*x4*x6+x4*x5*x6+x1*x3*x7+x1*x4*x7+x2*x5*x7+x4*x5*x7+x2*x6*x7+x3*x6*x7+x5*x6*x7+x1*x2*x8+x1*x3*x8+x1*x4*x8+x1*x5*x8+x3*x5*x8+x5*x6*x8+x2*x7*x8+x3*x7*x8+x4*x7*x8+x1*x3+x1*x4+x2*x4+x2*x5+x3*x5+x4*x5+x1*x7+x3*x8+x5*x8+x6*x8+x1+x2+x5+x6+1)	.0126797
16	0	0	({},x1*x2*x3*x4*x5*x7*x8+x1*x3*x4*x5*x6*x7*x8+x2*x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x5*x7+x1*x2*x3*x4*x6*x7+x1*x2*x4*x5*x6*x7+x2*x3*x4*x5*x6*x7+x1*x2*x3*x4*x6*x8+x1*x2*x4*x5*x6*x8+x2*x3*x4*x5*x6*x8+x1*x2*x3*x4*x7*x8+x1*x2*x3*x5*x7*x8+x1*x2*x4*x5*x7*x8+x2*x3*x4*x5*x7*x8+x1*x2*x3*x6*x7*x8+x1*x2*x4*x6*x7*x8+x1*x3*x4*x6*x7*x8+x1*x3*x5*x6*x7*x8+x2*x3*x5*x6*x7*x8+x1*x4*x5*x6*x7*x8+x2*x4*x5*x6*x7*x8+x1*x2*x3*x4*x6+x1*x2*x3*x5*x6+x1*x2*x4*x5*x6+x2*x3*x4*x5*x6+x1*x2*x3*x5*x7+x1*x2*x4*x5*x7+x1*x3*x4*x6*x7+x2*x3*x4*x6*x7+x1*x2*x5*x6*x7+x1*x3*x5*x6*x7+x1*x4*x5*x6*x7+x2*x4*x5*x6*x7+x1*x3*x4*x6*x8+x1*x3*x5*x6*x8+x2*x3*x5*x6*x8+x3*x4*x5*x6*x8+x1*x2*x4*x7*x8+x1*x3*x4*x7*x8+x1*x2*x5*x7*x8+x1*x3*x5*x7*x8+x2*x3*x5*x7*x8+x3*x4*x5*x7*x8+x2*x5*x6*x7*x8+x1*x2*x3*x4+x1*x2*x3*x5+x2*x3*x4*x5+x2*x4*x5*x6+x3*x4*x5*x6+x1*x2*x3*x7+x1*x2*x4*x7+x1*x3*x4*x7+x1*x4*x5*x7+x3*x4*x5*x7+x1*x2*x6*x7+x1*x3*x6*x7+x1*x4*x6*x7+x2*x4*x6*x7+x2*x5*x6*x7+x3*x5*x6*x7+x1*x2*x3*x8+x1*x3*x5*x8+x2*x3*x5*x8+x1*x3*x6*x8+x2*x3*x6*x8+x3*x5*x6*x8+x4*x5*x6*x8+x2*x3*x7*x8+x1*x4*x7*x8+x1*x5*x7*x8+x2*x5*x7*x8+x1*x2*x3+x1*x3*x4+x2*x3*x4+x1*x2*x5+x2*x3*x5+x2*x4*x5+x1*x4*x6+x3*x4*x6+x2*x5*x6+x1*x2*x7+x1*x3*x7+x2*x3*x7+x1*x4*x7+x2*x4*x7+x3*x4*x7+x3*x5*x7+x4*x5*x7+x3*x6*x7+x1*x2*x8+x1*x4*x8+x3*x4*x8+x3*x5*x8+x4*x5*x8+x1*x6*x8+x2*x6*x8+x3*x6*x8+x1*x7*x8+x2*x7*x8+x4*x7*x8+x5*x7*x8+x6*x7*x8+x1*x4+x3*x4+x4*x5+x2*x6+x3*x6+x4*x6+x5*x6+x5*x7+x1*x8+x2*x8+x3*x8+x4*x8+x5*x8+x1+x7+1)	.0136659
17	0	0	({},x1*x2*x3*x4*x5*x6*x7+x1*x2*x3*x4*x5*x6*x8+x1*x2*x3*x4*x6*x7*x8+x1*x3*x4*x5*x6*x7*x8+x2*x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x6*x7+x1*x2*x3*x5*x6*x7+x1*x2*x4*x5*x6*x7+x1*x2*x3*x4*x5*x8+x1*x2*x4*x5*x6*x8+x1*x3*x4*x5*x7*x8+x1*x3*x4*x6*x7*x8+x2*x3*x5*x6*x7*x8+x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x6+x1*x2*x3*x4*x7+x1*x3*x4*x5*x7+x2*x3*x4*x5*x7+x1*x3*x4*x6*x7+x2*x3*x4*x6*x7+x1*x2*x5*x6*x7+x1*x3*x5*x6*x7+x3*x4*x5*x6*x7+x1*x2*x3*x4*x8+x1*x3*x4*x5*x8+x2*x3*x4*x5*x8+x1*x2*x3*x6*x8+x1*x2*x5*x6*x8+x1*x4*x5*x6*x8+x2*x4*x5*x6*x8+x1*x2*x4*x7*x8+x1*x3*x4*x7*x8+x1*x3*x5*x7*x8+x2*x4*x5*x7*x8+x1*x2*x6*x7*x8+x1*x3*x6*x7*x8+x2*x4*x6*x7*x8+x1*x5*x6*x7*x8+x4*x5*x6*x7*x8+x1*x2*x3*x4+x1*x2*x3*x5+x1*x3*x4*x5+x1*x2*x4*x6+x1*x3*x4*x6+x2*x3*x4*x6+x1*x2*x5*x6+x2*x3*x5*x6+x2*x4*x5*x6+x1*x2*x3*x7+x1*x2*x4*x7+x1*x3*x4*x7+x1*x2*x5*x7+x2*x3*x5*x7+x3*x4*x5*x7+x1*x2*x6*x7+x2*x4*x6*x7+x1*x5*x6*x7+x2*x5*x6*x7+x1*x3*x5*x8+x1*x4*x5*x8+x2*x3*x6*x8+x2*x4*x6*x8+x1*x5*x6*x8+x3*x5*x6*x8+x4*x5*x6*x8+x1*x2*x7*x8+x1*x3*x7*x8+x1*x4*x7*x8+x2*x4*x7*x8+x3*x4*x7*x8+x3*x5*x7*x8+x4*x5*x7*x8+x1*x6*x7*x8+x2*x6*x7*x8+x1*x2*x3+x2*x3*x4+x1*x3*x5+x1*x4*x5+x3*x4*x5+x1*x4*x6+x3*x4*x6+x1*x5*x6+x1*x2*x7+x2*x3*x7+x1*x4*x7+x3*x4*x7+x1*x5*x7+x4*x5*x7+x1*x6*x7+x2*x3*x8+x2*x4*x8+x2*x5*x8+x3*x5*x8+x4*x5*x8+x3*x6*x8+x4*x6*x8+x1*x7*x8+x2*x7*x8+x3*x7*x8+x4*x7*x8+x6*x7*x8+x1*x3+x2*x4+x2*x5+x4*x6+x5*x6+x3*x7+x4*x7+x5*x7+x6*x7+x3*x8+x4*x8+x5*x8+x7*x8+x1+x5+x6+x7+1)	.0230504
18	0	0	({},x1*x2*x3*x4*x5*x6*x8+x2*x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x6*x7+x1*x2*x4*x5*x6*x7+x2*x3*x4*x5*x6*x7+x1*x3*x4*x5*x6*x8+x1*x2*x3*x4*x7*x8+x1*x2*x4*x5*x7*x8+x2*x3*x4*x5*x7*x8+x1*x2*x3*x6*x7*x8+x1*x3*x5*x6*x7*x8+x2*x3*x5*x6*x7*x8+x1*x2*x3*x4*x5+x1*x2*x3*x4*x6+x1*x2*x3*x5*x6+x1*x2*x4*x5*x7+x1*x3*x4*x5*x7+x2*x3*x4*x5*x7+x1*x2*x3*x6*x7+x1*x2*x4*x6*x7+x2*x3*x4*x6*x7+x1*x2*x5*x6*x7+x1*x3*x5*x6*x7+x1*x4*x5*x6*x7+x1*x2*x3*x5*x8+x1*x2*x4*x5*x8+x2*x3*x4*x5*x8+x1*x2*x3*x6*x8+x1*x2*x4*x6*x8+x1*x2*x5*x6*x8+x1*x3*x5*x6*x8+x2*x3*x5*x6*x8+x3*x4*x5*x6*x8+x1*x2*x4*x7*x8+x2*x3*x4*x7*x8+x1*x2*x5*x7*x8+x1*x3*x5*x7*x8+x2*x3*x5*x7*x8+x1*x4*x5*x7*x8+x2*x4*x5*x7*x8+x3*x4*x5*x7*x8+x1*x2*x6*x7*x8+x1*x3*x6*x7*x8+x2*x3*x6*x7*x8+x1*x4*x6*x7*x8+x2*x4*x6*x7*x8+x3*x4*x6*x7*x8+x1*x5*x6*x7*x8+x4*x5*x6*x7*x8+x1*x2*x3*x4+x1*x2*x4*x5+x1*x3*x4*x5+x2*x3*x4*x5+x1*x2*x3*x6+x1*x3*x4*x6+x2*x3*x4*x6+x2*x3*x5*x6+x1*x4*x5*x6+x1*x2*x3*x7+x1*x2*x4*x7+x2*x3*x4*x7+x1*x2*x5*x7+x2*x3*x5*x7+x1*x4*x5*x7+x1*x2*x6*x7+x1*x3*x6*x7+x1*x4*x6*x7+x2*x4*x6*x7+x1*x5*x6*x7+x1*x3*x4*x8+x2*x3*x4*x8+x1*x2*x5*x8+x1*x3*x5*x8+x1*x4*x5*x8+x3*x4*x5*x8+x1*x2*x6*x8+x1*x3*x6*x8+x1*x4*x6*x8+x3*x4*x6*x8+x2*x5*x6*x8+x4*x5*x6*x8+x1*x2*x7*x8+x1*x3*x7*x8+x1*x4*x7*x8+x2*x4*x7*x8+x3*x4*x7*x8+x2*x5*x7*x8+x3*x5*x7*x8+x4*x5*x7*x8+x3*x6*x7*x8+x5*x6*x7*x8+x1*x3*x4+x2*x3*x5+x1*x4*x5+x3*x4*x5+x2*x4*x6+x1*x5*x6+x2*x5*x6+x3*x5*x6+x1*x2*x7+x2*x4*x7+x3*x6*x7+x4*x6*x7+x5*x6*x7+x2*x3*x8+x3*x4*x8+x1*x5*x8+x2*x5*x8+x4*x5*x8+x2*x6*x8+x3*x6*x8+x5*x6*x8+x1*x7*x8+x3*x7*x8+x4*x7*x8+x1*x3+x1*x4+x2*x4+x3*x4+x2*x5+x3*x5+x1*x6+x2*x6+x3*x6+x4*x6+x1*x7+x2*x7+x4*x7+x5*x7+x2*x8+x3*x8+x5+x6+x7+1)	.0141586
19	0	0	({},x1*x2*x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x5*x6*x7+x1*x2*x3*x4*x5*x7*x8+x1*x2*x3*x4*x6*x7*x8+x1*x2*x3*x4*x5*x6+x1*x2*x3*x4*x6*x7+x1*x2*x4*x5*x6*x8+x2*x3*x4*x5*x6*x8+x1*x2*x3*x4*x7*x8+x1*x2*x3*x5*x7*x8+x1*x3*x4*x5*x7*x8+x1*x2*x3*x6*x7*x8+x1*x2*x5*x6*x7*x8+x1*x3*x5*x6*x7*x8+x2*x3*x5*x6*x7*x8+x2*x4*x5*x6*x7*x8+x3*x4*x5*x6*x7*x8+x1*x2*x3*x4*x5+x1*x2*x3*x5*x6+x1*x2*x3*x5*x7+x1*x2*x4*x5*x7+x1*x3*x4*x5*x7+x1*x3*x4*x6*x7+x1*x4*x5*x6*x7+x1*x2*x3*x4*x8+x1*x3*x4*x5*x8+x1*x2*x4*x6*x8+x1*x3*x4*x6*x8+x1*x2*x5*x6*x8+x1*x4*x5*x6*x8+x2*x4*x5*x6*x8+x3*x4*x5*x6*x8+x1*x2*x3*x7*x8+x1*x2*x4*x7*x8+x1*x3*x4*x7*x8+x1*x3*x5*x7*x8+x2*x3*x5*x7*x8+x2*x4*x5*x7*x8+x3*x4*x5*x7*x8+x1*x2*x6*x7*x8+x2*x3*x6*x7*x8+x1*x4*x6*x7*x8+x2*x4*x6*x7*x8+x1*x5*x6*x7*x8+x4*x5*x6*x7*x8+x1*x2*x4*x5+x1*x3*x4*x5+x1*x2*x3*x6+x1*x2*x4*x6+x1*x3*x4*x6+x2*x3*x4*x6+x2*x3*x5*x6+x3*x4*x5*x6+x1*x3*x4*x7+x2*x3*x4*x7+x1*x2*x5*x7+x2*x4*x5*x7+x3*x4*x5*x7+x1*x3*x6*x7+x1*x4*x6*x7+x2*x4*x6*x7+x3*x4*x6*x7+x2*x5*x6*x7+x1*x2*x3*x8+x1*x2*x4*x8+x1*x3*x4*x8+x2*x3*x4*x8+x1*x4*x5*x8+x2*x4*x5*x8+x1*x3*x6*x8+x1*x4*x6*x8+x1*x5*x6*x8+x2*x5*x6*x8+x3*x5*x6*x8+x4*x5*x6*x8+x1*x3*x7*x8+x1*x4*x7*x8+x3*x4*x7*x8+x1*x5*x7*x8+x1*x6*x7*x8+x3*x6*x7*x8+x5*x6*x7*x8+x1*x2*x3+x1*x3*x4+x1*x2*x5+x2*x4*x5+x3*x4*x5+x2*x4*x6+x2*x5*x6+x3*x5*x6+x4*x5*x6+x1*x2*x7+x1*x3*x7+x2*x4*x7+x2*x5*x7+x3*x5*x7+x1*x6*x7+x2*x6*x7+x4*x6*x7+x1*x3*x8+x3*x4*x8+x3*x5*x8+x1*x6*x8+x3*x6*x8+x5*x6*x8+x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x1*x5+x4*x5+x5*x6+x6*x7+x1*x8+x4*x8+x5*x8+x6*x8+x1+x2+x4+x5+x6+x8+1)	.0134962
