ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	1	4	({({x1 => 1, x2 => 0, x3 => 0, x4 => 1},1)},0)	.00426915
1	1	4	({({x1 => 1, x2 => 0, x3 => 1, x4 => 0},0)},1)	.00391001
2	3	4	({({x3 => 1},0), ({x4 => 1},1), ({x1 => 0, x2 => 1},0)},1)	.00878066
3	3	4	({({x1 => 1},1), ({x4 => 1},0), ({x2 => 0, x3 => 0},1)},0)	.00854275
4	3	4	({({x4 => 0},1), ({x2 => 1},0), ({x1 => 0, x3 => 1},1)},0)	.00780262
5	3	6	({({x4 => 0},0), ({x1 => 1, x3 => 0},1), ({x2 => 0, x5 => 0, x6 => 0},0)},1)	.0114439
6	3	6	({({x2 => 0, x5 => 1},1), ({x6 => 1},0), ({x1 => 1, x3 => 0, x4 => 1},1)},0)	.0161014
7	2	6	({({x2 => 1, x3 => 0, x6 => 1},0), ({x1 => 0, x4 => 0, x5 => 0},1)},0)	.00717831
8	2	6	({({x1 => 0, x3 => 0, x4 => 1, x5 => 1},1), ({x2 => 0, x6 => 0},0)},1)	.00659073
9	3	6	({({x3 => 0, x5 => 1},0), ({x2 => 0, x4 => 1},1), ({x1 => 0, x6 => 0},0)},1)	.00991456
10	6	8	({({x1 => 1},1), ({x6 => 0},0), ({x7 => 0},1), ({x2 => 0, x5 => 1},0), ({x8 => 0},1), ({x3 => 1, x4 => 0},0)},1)	.0256205
11	5	8	({({x2 => 0},0), ({x6 => 1},1), ({x5 => 0},0), ({x1 => 1},1), ({x3 => 0, x4 => 0, x7 => 1, x8 => 0},0)},1)	.0241426
12	3	8	({({x2 => 0, x7 => 1},1), ({x4 => 1, x5 => 0, x6 => 0},0), ({x1 => 1, x3 => 1, x8 => 0},1)},0)	.0211397
13	2	8	({({x3 => 0, x4 => 0, x5 => 1, x8 => 0},1), ({x1 => 1, x2 => 1, x6 => 1, x7 => 0},0)},1)	.010909
14	3	8	({({x5 => 1, x7 => 1},1), ({x4 => 1},0), ({x1 => 0, x2 => 0, x3 => 0, x6 => 1, x8 => 0},1)},0)	.0161278
15	5	10	({({x2 => 1},0), ({x3 => 1, x10 => 1},1), ({x5 => 1, x7 => 0, x9 => 0},0), ({x1 => 0},1), ({x4 => 1, x6 => 0, x8 => 0},0)},1)	.0374334
16	3	10	({({x2 => 1, x5 => 1, x9 => 1},1), ({x1 => 0, x6 => 1},0), ({x3 => 0, x4 => 1, x7 => 0, x8 => 1, x10 => 1},1)},0)	.0252173
17	7	10	({({x3 => 1},0), ({x4 => 1, x8 => 1},1), ({x5 => 1},0), ({x2 => 1},1), ({x9 => 1, x10 => 1},0), ({x7 => 0},1), ({x1 => 0, x6 => 1},0)},1)	.0751904
18	5	10	({({x1 => 0},1), ({x2 => 0, x8 => 1},0), ({x4 => 0, x7 => 0, x10 => 0},1), ({x5 => 1},0), ({x3 => 1, x6 => 1, x9 => 1},1)},0)	.0364895
19	4	10	({({x4 => 1, x5 => 0, x7 => 0, x8 => 1},1), ({x6 => 1},0), ({x1 => 0, x3 => 1, x9 => 0},1), ({x2 => 0, x10 => 1},0)},1)	.0303895
