ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	1	4	({({x1 => 1, x2 => 0, x3 => 0, x4 => 1},1)},0)	.00452622
1	1	4	({({x1 => 1, x2 => 0, x3 => 1, x4 => 0},0)},1)	.00463104
2	3	4	({({x3 => 1},0), ({x4 => 1},1), ({x1 => 0, x2 => 1},0)},1)	.00986913
3	3	4	({({x1 => 1},1), ({x4 => 1},0), ({x2 => 0, x3 => 0},1)},0)	.0102902
4	3	4	({({x4 => 0},1), ({x2 => 1},0), ({x1 => 0, x3 => 1},1)},0)	.0096978
5	1	4	({({x1 => 1, x2 => 1, x3 => 0, x4 => 0},0)},1)	.00447962
6	2	4	({({x4 => 0},1), ({x1 => 1, x2 => 1, x3 => 1},0)},1)	.0119458
7	2	4	({({x2 => 1},0), ({x1 => 1, x3 => 0, x4 => 1},1)},0)	.00759061
8	2	4	({({x2 => 1, x4 => 1},0), ({x1 => 0, x3 => 0},1)},0)	.00619001
9	1	4	({({x1 => 1, x2 => 0, x3 => 1, x4 => 0},0)},1)	.00397048
10	3	5	({({x3 => 0},1), ({x5 => 1},0), ({x1 => 1, x2 => 1, x4 => 1},1)},0)	.0114782
11	3	5	({({x5 => 0},0), ({x2 => 0, x3 => 1},1), ({x1 => 0, x4 => 0},0)},1)	.00945838
12	2	5	({({x1 => 1},0), ({x2 => 0, x3 => 0, x4 => 0, x5 => 0},1)},0)	.00743307
13	4	5	({({x4 => 0},1), ({x1 => 1},0), ({x5 => 1},1), ({x2 => 1, x3 => 0},0)},1)	.0166587
14	3	5	({({x2 => 0},0), ({x5 => 0},1), ({x1 => 1, x3 => 0, x4 => 1},0)},1)	.010842
15	3	5	({({x1 => 0, x5 => 1},0), ({x2 => 0},1), ({x3 => 0, x4 => 0},0)},1)	.00838398
16	1	5	({({x1 => 0, x2 => 1, x3 => 1, x4 => 0, x5 => 1},0)},1)	.00610621
17	2	5	({({x3 => 0},0), ({x1 => 0, x2 => 1, x4 => 1, x5 => 1},1)},0)	.0071125
18	3	5	({({x5 => 1},1), ({x3 => 0},0), ({x1 => 0, x2 => 0, x4 => 1},1)},0)	.0330165
19	2	5	({({x1 => 1, x4 => 1, x5 => 1},1), ({x2 => 1, x3 => 0},0)},1)	.0074677
20	2	6	({({x2 => 1, x6 => 1},1), ({x1 => 0, x3 => 1, x4 => 1, x5 => 0},0)},1)	.00946115
21	4	6	({({x1 => 1, x6 => 0},1), ({x5 => 0},0), ({x2 => 0},1), ({x3 => 1, x4 => 1},0)},1)	.0156946
22	2	6	({({x1 => 1, x2 => 0, x3 => 0},1), ({x4 => 1, x5 => 1, x6 => 0},0)},1)	.00893274
23	3	6	({({x5 => 1},0), ({x1 => 0, x3 => 1, x4 => 1},1), ({x2 => 0, x6 => 1},0)},1)	.0116661
24	5	6	({({x5 => 0},0), ({x3 => 1},1), ({x4 => 1},0), ({x2 => 0},1), ({x1 => 1, x6 => 1},0)},1)	.0190443
25	2	6	({({x1 => 0, x6 => 1},0), ({x2 => 0, x3 => 0, x4 => 1, x5 => 1},1)},0)	.00755641
26	3	6	({({x1 => 1},0), ({x2 => 1, x5 => 0},1), ({x3 => 0, x4 => 1, x6 => 0},0)},1)	.0180625
27	3	6	({({x4 => 1},1), ({x1 => 1, x3 => 0},0), ({x2 => 0, x5 => 0, x6 => 1},1)},0)	.0127588
28	3	6	({({x2 => 1, x3 => 1, x4 => 0},0), ({x6 => 1},1), ({x1 => 1, x5 => 1},0)},1)	.0121069
29	3	6	({({x3 => 1},1), ({x6 => 1},0), ({x1 => 1, x2 => 1, x4 => 1, x5 => 0},1)},0)	.0172283
