ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	1	2	({({x1 => 0, x2 => 0},1)},0)	0.000187
1	1	2	({({x1 => 1, x2 => 1},1)},0)	0.000093
2	1	2	({({x1 => 1, x2 => 1},0)},1)	0.000085
3	1	2	({({x1 => 0, x2 => 0},0)},1)	0.000080
4	1	2	({({x1 => 0, x2 => 0},1)},0)	0.000079
5	2	3	({({x3 => 1},1), ({x1 => 0, x2 => 1},0)},1)	0.000204
6	2	3	({({x2 => 0},0), ({x1 => 1, x3 => 1},1)},0)	0.000186
7	1	3	({({x1 => 1, x2 => 0, x3 => 1},1)},0)	0.000095
8	1	3	({({x1 => 1, x2 => 0, x3 => 0},1)},0)	0.000090
9	2	3	({({x2 => 1},1), ({x1 => 1, x3 => 1},0)},1)	0.000147
10	2	4	({({x3 => 0},1), ({x1 => 0, x2 => 1, x4 => 0},0)},1)	0.000159
11	1	4	({({x1 => 0, x2 => 0, x3 => 1, x4 => 0},1)},0)	0.000105
12	2	4	({({x3 => 1, x4 => 0},0), ({x1 => 1, x2 => 0},1)},0)	0.000156
13	2	4	({({x2 => 0},0), ({x1 => 0, x3 => 1, x4 => 1},1)},0)	0.000160
14	3	4	({({x1 => 0},0), ({x3 => 0},1), ({x2 => 0, x4 => 0},0)},1)	0.000219
