ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	0	0	({},1111111001000001)	0.000123
1	0	0	({},1111010101101100)	0.000064
2	0	0	({},1111010111101001)	0.000056
3	0	0	({},0100000110001101)	0.000054
4	0	0	({},0111111011001001)	0.000053
5	0	0	({},1000110100000101011111011110110010000110010111100010111010010110)	0.000114
6	0	0	({},0101000101010000010010001001010011000110000010100011100111100011)	0.000107
7	0	0	({},1111000111011110011000110111110001010110001001111010000111010011)	0.000106
8	0	0	({},1111111110000111011111110000110100101010000111010100001110100111)	0.000105
9	0	0	({},0110011011111100101001111101110011011100010000001110011101010111)	0.000228
10	0	0	({},0010000000001011011100111101010000111110101010110001110010010001010101100101010000110101101000001100001100101111111111100111100100101010010000010100111100101111001001110001101000110101001000001111111100001111010011101110111110010001010101101000101011011011)	0.000407
11	0	0	({},1101001010110110100001001000101000011100110110110101100001100110001010010001100010010100110011100000100000111110011111111000111100101111100001000011111010011111001001110011000110101011110001111000000110100101000010011001010101110101100011000000100001000110)	0.000478
12	0	0	({},0111001011000000001010100010110001011101000001000110101011010100100010100010011101011111001010011000110000001111111100000001010101101101000110010010110011100100110000111100100100010110110000011101101000011111010111110011001111000000110000110010110011010011)	0.000451
13	0	0	({},1100111101100111110010101101111110011000011000010001110110101100110100011111010010100011110110010101010111111010101010100010111101010110111111110101000110110100101111011100111110100101001011111100100101101111010100101100001010010100111111101001001010010011)	0.000363
14	0	0	({},0001000011011101111101100001111101000110000001000001010010111111010011101101010101101100101100101011111110001000011011111010100101001010100110100011100010111110000111001000101010011101010001010000100101100111111110100110011110000000111100100001111010101000)	0.000342
15	0	0	({},1101101100001110101011000110000100110101101001101110110100001000100000000000011011101101111010111110001010001010111111111101001011010000111010000001110011101100110000111110010111101110100100110101110001011010101100101111100010001000101101010010101111100100111100100100100011010101001001100011000010011110011000111000110011100101000101011111001110101010011110000001000101001001100111100101101100100000010111001111010100111100000101001001010100110000011011000101111111110111100001110100100110010001000101011110101100011011000011011111101110111110110011101010001111101110111011010110011111010111011001111001000001101000001111111011010101010110011100000010100010110001100011000111010101101010011100101001000100101101111100011011101111111101100011100010110101010100110100010011011010000000010101000101011010000000011011101110010010001101100101110001111001100111110111110110010011011010100010111101010111111110111000011101101011001011010100100011000001101000111000111101001111100110100001011111100010100101110110001010011101001111)	0.001533
16	0	0	({},0101011000010100011100111001011100110111101101010101100011001000000001001111001110110010110111000101111011110111110001011101101111001100100100000011100101011111100010101101110101111110011110001001000101100000011100011011101011100000010100000101001101011110111111100010110110101101010010111001111101101101110011001001001110011011111001100001111110111100001100001101000101111011000110110100011110010011010100100111100000100101110111001100000110100100101011101110011000010000010110101000001111000001011110011011011111000000100000001000011100000001111011111011110001110000100100000011111110000000101010101000100111010111101001110011101101011010100101111011100111110011000101110100000101111110100000110000100010101010011000111101101010000001001111101001001011110010100110000100011001000100011000001101011011110100100000100111110000001110011101111011111000111100101011000010101101101111100100011010000100001101111110110010110110010011111010100001110001100011001101001011111000011010101000010110010100111010101010111001000111100111)	0.001325
17	0	0	({},0100111000011001000010011001010010100110100010101110110110110010000001001011111011001001100011000111100110001000001111100001111100010011010111010010011111010000010010111100010100010001001011101111101011111110001111110100011100110000001001010100001111110000010001111010110100100011111000000110110111100011000010100110011010100101000000000011001000000111000000111011111100010110011101111110110001000111100010101110011001111011100111001010111011101011001110001001101010000111110010111011111101101101111100011101011110111111100000101100011011110001111100011011111100101111111100001000011011010101000101111110001110110110101101011011001110110000011101011010010110110111001010011100100100000011001101101100000100110001000100001110100000000010110111100000010010111000010001110110111001011001001101101100100000011001010100010100001000110100001011101101001011111100001011101100001100100110010110110100101011000011011101110000101101000111101100100100101111111011001101111011000000010001010011000011000011000011001001001100000010010010)	0.001316
18	0	0	({},1111011110011000000111011100010111001111001010111100101010111110011011111010101000100000010010101001001000001111111011011001100000000011010001001111010011011011001101011001111001100110000011111000011001101111100110100001001001011110000011110110000101011001101111001100111001010111011100100111010110011110110010001110101110011100111110100111110010010000111110100111110001010101100100001010100100111111000000010101000100100000100001110110010111100001111110110010100000000011101000010010100000101111110100010011101110011001001100110110111011111111011111100010110100000001100100101111000111100001101011111011000110011111000111110011001011011100101101011110100001100000100110001101011001011011101001000100100010001110100100001000000100001110100100010001011011101011011011101001111101101010001110000001001111110110010010011110010001100001001000010101010000011110010100100010111110000010010110001110110010111001111000001011111111001111000111000101110110111101110011100110100010011000000100110011011010000100110010111111110010001010)	0.001351
19	0	0	({},0001110101011011000011110010111111101100001000111011000000001100100001010110111110011100011001000100101111000101011101101101010101110100011101001000101001001100000010110101001101001100000001000010111111111001110011010010000101010001101000010100111000101010010010110011000111010000101101101000101111001101001100101001010111100000000000000010010001000110001011001000001111010011111010001001010111001101100000111111111011011000000111111010010001101101011000101111000010010001000110010010000100101000101000101010010100110101000111110111111111110011011000110111110000000001011000010100101111111101101111101010100010001001011101010100100011101111101101001100100000000011001101000010010000100100011101101000001000111100010001101101011101001101000111110010000111011000100100100101010001001100101101000000110100101001001011101010100100111010111101010101000000110111101101000010111010100001101011010010000111110111001111001110110011110010111000001011001111001111110100101011101101000010100110111000110000001101110111110001110001011101)	0.001287
