ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	1	2	({({x1 => 0, x2 => 0},1)},0)	.0028423
1	1	2	({({x1 => 1, x2 => 1},1)},0)	.00258601
2	1	2	({({x1 => 1, x2 => 1},0)},1)	.00252175
3	1	2	({({x1 => 0, x2 => 0},0)},1)	.00378206
4	1	2	({({x1 => 0, x2 => 0},1)},0)	.00289033
5	2	3	({({x3 => 1},1), ({x1 => 0, x2 => 1},0)},1)	.00560375
6	2	3	({({x2 => 0},0), ({x1 => 1, x3 => 1},1)},0)	.00543756
7	1	3	({({x1 => 1, x2 => 0, x3 => 1},1)},0)	.00309489
8	1	3	({({x1 => 1, x2 => 0, x3 => 0},1)},0)	.00301832
9	2	3	({({x2 => 1},1), ({x1 => 1, x3 => 1},0)},1)	.0052546
10	2	4	({({x3 => 0},1), ({x1 => 0, x2 => 1, x4 => 0},0)},1)	.00628153
11	1	4	({({x1 => 0, x2 => 0, x3 => 1, x4 => 0},1)},0)	.00362635
12	2	4	({({x3 => 1, x4 => 0},0), ({x1 => 1, x2 => 0},1)},0)	.00675031
13	2	4	({({x2 => 0},0), ({x1 => 0, x3 => 1, x4 => 1},1)},0)	.00635786
14	3	4	({({x1 => 0},0), ({x3 => 0},1), ({x2 => 0, x4 => 0},0)},1)	.0115955
15	3	5	({({x4 => 1},1), ({x5 => 0},0), ({x1 => 0, x2 => 1, x3 => 1},1)},0)	.0341603
16	4	5	({({x5 => 0},0), ({x3 => 0},1), ({x1 => 1},0), ({x2 => 0, x4 => 1},1)},0)	.0133312
17	4	5	({({x2 => 0},1), ({x1 => 1},0), ({x5 => 0},1), ({x3 => 1, x4 => 1},0)},1)	.0120132
18	4	5	({({x4 => 1},0), ({x2 => 0},1), ({x1 => 1},0), ({x3 => 0, x5 => 0},1)},0)	.0123808
19	3	5	({({x2 => 0, x3 => 1},0), ({x5 => 0},1), ({x1 => 0, x4 => 0},0)},1)	.00845544
20	3	6	({({x2 => 1, x3 => 0},0), ({x5 => 1, x6 => 0},1), ({x1 => 1, x4 => 0},0)},1)	.00969778
21	2	6	({({x1 => 0, x3 => 0, x4 => 0},0), ({x2 => 0, x5 => 1, x6 => 1},1)},0)	.00707944
22	4	6	({({x3 => 0},0), ({x6 => 1},1), ({x4 => 1},0), ({x1 => 1, x2 => 0, x5 => 0},1)},0)	.0146221
23	3	6	({({x6 => 1},1), ({x2 => 0, x5 => 1},0), ({x1 => 0, x3 => 1, x4 => 1},1)},0)	.0170878
24	4	6	({({x1 => 1},0), ({x2 => 1},1), ({x6 => 0},0), ({x3 => 0, x4 => 0, x5 => 0},1)},0)	.0154588
