ID	NumLayers	Depth	CanalizationStructure	CpuTime
0	0	0	({},1111111001000001)	0.000113
1	0	0	({},1111010101101100)	0.000061
2	0	0	({},1111010111101001)	0.000054
3	0	0	({},0100000110001101)	0.000051
4	0	0	({},0111111011001001)	0.000050
5	0	0	({},0010001101000001)	0.000048
6	0	0	({},1111011110110010)	0.000048
7	0	0	({},1100101111000101)	0.000049
8	0	0	({},0010110010101010)	0.000048
9	0	0	({},0101010000010010)	0.000048
10	0	0	({},01010011000110000010100011100111)	0.000067
11	0	0	({},11010010111100011101111001100011)	0.000066
12	0	0	({},01010110001001111010000111010011)	0.000064
13	0	0	({},00111111111100001110111111100001)	0.000064
14	0	0	({},10101000011101010000111010011101)	0.000065
15	0	0	({},10011011111100101001111101110011)	0.000064
16	0	0	({},00010000001110011101010111010010)	0.000065
17	0	0	({},00000000010110111001111010100001)	0.000065
18	0	0	({},10101011000111001001000101010110)	0.000065
19	0	0	({},00001101011010000011000011001011)	0.000064
20	0	0	({},1110011110010010101001000001010011110010111100100111000110100011)	0.000101
21	0	0	({},1000001111111100001111010011101110111110010001010101101000101011)	0.000099
22	0	0	({},1110011110100101011011010000100100010100001110011011011010110000)	0.000099
23	0	0	({},1000101001000110001001010011001110000010000011111001111111100011)	0.000098
24	0	0	({},1111000010000111110100111110010011100110001101010111100011110000)	0.000097
25	0	0	({},0010100001001100101010111010110001100000010000100011010001000111)	0.000098
26	0	0	({},1000000001010100010110001011101000001000110101011010100100010100)	0.000103
27	0	0	({},1101011111001010011000110000001111111100000001010101101101000110)	0.000098
28	0	0	({},1001110010011000011110010010001011011000001110110100001111101011)	0.000098
29	0	0	({},1100111100000011000011001011001101001100100011101100111101100111)	0.000097
